TTNBR,SERVICEACCTNBR,ServiceType,TROUBLECODEDESC,CONTACTDATETIME,Longitude,Latitude
502585,337000,Cable,CAB-Loss of All Channels,25-May-17,-78.367283,37.366751
502586,732533,Prospect Account,Serviceability Check - RES,25-May-17,-80.418818,37.12492
502587,688019,Network,NET-No Internet Connection,25-May-17,-80.539131,37.132824
502590,732536,Prospect Account,Serviceability Check - RES,25-May-17,-81.417658,37.572097
502591,688905,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,25-May-17,-80.412791,38.478118
502592,725256,Cable,Drop Bury - Post Install,25-May-17,-79.252289,37.273575
502868,316200,Cable,CAB-Poor Quality-All Channels,27-May-17,-79.793202,37.801278
502870,146032,Cable,CAB-Loss of All Channels,27-May-17,-80.528587,38.227403
502871,528121,Network,NET-No Internet Connection,27-May-17,-80.404709,37.113128
502874,233391,Cable,CAB-Loss of All Channels,27-May-17,-78.849471,37.344321
502877,15996,Cable,CAB-Loss of All Channels,27-May-17,-78.360824,38.986866
502878,243788,Cable,Drop - Aerial,27-May-17,-81.377851,37.530953
502879,680991,Cable - Business Customer,CAB-Loss of All Channels,27-May-17,-79.715033,37.11902
502880,467766,Network,NET-No Internet Connection,27-May-17,-80.581767,37.122601
502881,732473,Network,Drop Bury - Post Install,27-May-17,-79.297277,37.284136
502883,289289,Cable,CAB-Loss of All Channels,27-May-17,-79.685,36.992578
502885,486446,Network-Res DSL,NET-No Internet Connection,27-May-17,-78.349011,38.99197
502887,493367,Network,NET-Slow Speed,27-May-17,-79.235732,37.33983
502888,34329,Network-Res DSL,NET-No Internet Connection,27-May-17,-78.368324,38.988542
503162,733065,Prospect Account,Serviceability Check - RES,30-May-17,-79.654926,37.03383
503165,276638,Cable,CAB-Loss of All Channels,30-May-17,-78.60528,37.058133
503166,640912,Network - Business Cust,NET-Slow Speed,30-May-17,-80.852368,38.282502
503167,694793,Cable,CAB-Loss of Some Channels,30-May-17,-81.644928,37.750009
503168,536858,VOIP-Res-ShenTel Cable,TEL-Not Receiving Calls,30-May-17,-81.808928,37.49018
503171,508963,Cable,CAB-Loss of All Channels,30-May-17,-80.517095,37.045805
503173,672459,Network,NET-Intermittent Connection,30-May-17,-79.234891,37.303268
503175,656067,Cable,CAB-Loss of All Channels,30-May-17,-81.509734,37.431745
503391,733248,Network-Res DSL,NET-No Internet Connection,31-May-17,-78.507514,38.887508
503392,293437,Network,NET-No Internet Connection,31-May-17,-81.696721,37.622727
503393,420586,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,31-May-17,-79.243028,37.321493
503394,717428,Network-Res DSL,NET-No Internet Connection,31-May-17,-78.689137,38.776575
503395,283643,Cable,CAB-Loss of All Channels,31-May-17,-78.817874,37.358416
503396,578647,Cable,CAB-Loss of All Channels,31-May-17,-79.950873,37.038431
503397,276371,Network,NET-No Internet Connection,31-May-17,-79.043752,37.331077
503400,730021,Network,NET-No Internet Connection,31-May-17,-80.565496,39.285533
503401,241124,Cable,CAB-Audio,31-May-17,-79.323424,37.387719
503402,487840,Network,NET-No Internet Connection,31-May-17,-79.662871,37.126033
503403,684040,Cable,CAB-Maestro,31-May-17,-78.11847,37.179178
499976,239141,Cable,CAB-Loss of All Channels,8-May-17,-79.115801,37.356961
499978,555390,Network,NET-Slow Speed,8-May-17,-81.272188,36.896198
499979,555753,Network-Res DSL,NET-Intermittent Connection,8-May-17,-78.417893,38.93001
499983,713264,Network,NET-Intermittent Connection,8-May-17,-80.535805,37.128339
499985,581400,Cable,CAB-Loss of Some Channels,8-May-17,-79.52046,37.343716
499989,30020,Network-Res DSL,NET-No Internet Connection,8-May-17,-78.513895,38.866511
499991,261676,Network,NET-Intermittent Connection,8-May-17,-80.584489,37.120134
499993,52769,Cable,CAB-Loss of All Channels,8-May-17,-78.519321,38.870514
499994,211332,Residential Phone,TEL-No Dial Tone,8-May-17,-78.521875,38.870872
499995,244827,Cable,CAB-Loss of All Channels,8-May-17,-81.113998,36.935474
499997,598444,Network,NET-No Internet Connection,8-May-17,-78.541056,36.611056
500280,5084,Business Phone,TEL-No Long Distance,10-May-17,-78.504956,38.88171
500284,550176,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,10-May-17,-82.041579,36.906512
500285,730066,Prospect Account,Serviceability Check - RES,10-May-17,-79.837666,36.922514
500289,19371,Residential Phone,TEL-Noise On Line,10-May-17,-78.453708,39.026121
500543,242704,Cable,Drop Bury - Post Install,11-May-17,-79.272778,37.359094
500544,11921,Residential Phone,TEL-No Dial Tone,11-May-17,-78.599087,38.876496
500546,233241,Network,NET-No Internet Connection,11-May-17,-78.849917,37.344274
500547,277724,Network,NET-Intermittent Connection,11-May-17,-81.660242,37.685965
500549,727818,Cable,CAB-DTA,11-May-17,-79.239814,37.306805
500550,553621,Network,NET-No Internet Connection,11-May-17,-78.823951,37.356972
500551,730370,Prospect Account,Serviceability Check - RES,11-May-17,-79.314985,37.320616
500555,728497,Cable,CAB-DTA,11-May-17,-78.836312,37.34573
500556,232972,Cable - Business Customer,CAB-Loss of All Channels,11-May-17,-78.848745,37.363517
500557,637552,Cable - Business Customer,CAB-Loss of All Channels,11-May-17,-80.56761,37.114199
500559,488371,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,11-May-17,-79.012546,37.365113
500560,421897,Network,NET-No Internet Connection,11-May-17,-78.838659,37.343771
500871,261848,Cable,CAB-Equipment,15-May-17,-80.56761,37.114199
500873,528654,Network,NET-No Internet Connection,15-May-17,-77.991848,37.081505
500874,139370,Cable,CAB-Loss of Some Channels,15-May-17,-81.071748,38.079846
500878,682699,Cable,TD-Non-Payment Disco,15-May-17,-78.377397,37.297493
500880,729914,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,15-May-17,-81.431747,37.415645
500881,274280,Network,NET-Intermittent Connection,15-May-17,-81.901316,37.074483
500882,712320,VOIP-Res-ShenTel Cable,TEL-Not Receiving Calls,15-May-17,-80.537728,38.229008
500883,730577,Prospect Account,SALES Evaluation - Small Bus,15-May-17,-80.830594,38.931676
500884,257736,Network,NET-No Internet Connection,15-May-17,-79.815747,37.065402
500887,128382,Cable,CAB-Loss of All Channels,15-May-17,-80.522156,38.224092
501123,380549,Network,NET-No Internet Connection,16-May-17,-78.495843,36.588574
501124,267335,Cable,CAB-Maestro,16-May-17,-79.632122,37.037037
501125,701555,Cable,CAB-DTA,16-May-17,-81.090879,36.942921
501126,395527,Network,NET-No Internet Connection,16-May-17,-79.925798,36.97057
501128,679151,Network,NET-No Internet Connection,16-May-17,-80.537728,38.229008
501130,126382,Cable - Business Customer,CAB-DTA,16-May-17,-79.969715,37.774886
501131,126583,Cable - Business Customer,CAB-Equipment,16-May-17,-79.973558,37.777482
501132,730940,Prospect Account,Serviceability Check - RES,16-May-17,-79.673237,37.235235
501135,730941,Prospect Account,Serviceability Check - RES,16-May-17,-79.777676,37.178126
501137,547337,Network,NET-No Internet Connection,16-May-17,-79.986844,37.786528
501141,238117,Network,NET-Intermittent Connection,16-May-17,-79.128165,37.362922
501142,281721,Network,NET-No Internet Connection,16-May-17,-79.311316,37.35362
501407,275346,Cable,CAB-Equipment,17-May-17,-78.81851,37.339354
501410,725228,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,17-May-17,-81.074808,36.945789
501411,459429,Network,NET-Maestro,17-May-17,-81.538426,37.580507
501412,730269,Cable,Drop Bury - Post Install,17-May-17,-79.099492,37.357809
501413,536438,VOIP-Res-ShenTel Cable,TEL-Noise On Line,17-May-17,-79.810505,37.04124
501414,258246,Cable,CAB-Loss of All Channels,17-May-17,-79.718679,37.133929
501416,487133,Network,NET-No Internet Connection,17-May-17,-79.956235,36.993941
501418,694136,Network,NET-No Internet Connection,17-May-17,-81.572855,37.431601
501419,320966,Network - Business Cust,NET-Intermittent Connection,17-May-17,-79.675039,37.054226
501422,549916,Network,NET-Intermittent Connection,17-May-17,-78.871995,37.375268
501423,265728,Cable,CAB-Loss of All Channels,17-May-17,-79.845086,36.944895
501699,698407,Network,NET-No Internet Connection,19-May-17,-80.394424,37.145738
501701,36360,1-Res Cable Modem,NET-Intermittent Connection,19-May-17,-78.58551,38.827627
501703,392952,Network - Business Cust,NET-No Internet Connection,19-May-17,-79.712128,37.120608
501704,23010,Cable,CAB-Loss of Some Channels,19-May-17,-78.511255,38.906147
501705,553062,Network - Business Cust,NET-No Internet Connection,19-May-17,-79.71238,37.120466
501707,547433,Prospect Account,Serviceability Check - RES,19-May-17,-79.54238,37.301727
501712,338719,Network,NET-No Internet Connection,19-May-17,-80.509733,37.100539
501714,730935,Network,Drop Bury - Post Install,19-May-17,-79.258698,37.25253
501715,715330,Cable,Drop Bury - Post Install,19-May-17,-79.49956,37.321243
501716,730718,Network,Drop Bury - Post Install,19-May-17,-79.685356,37.808923
501718,258290,Cable,Drop Bury - Post Install,19-May-17,-79.716997,37.134835
502012,8782,Residential Phone,TEL-Not Receiving Calls,22-May-17,-78.714821,38.76148
502014,731824,Prospect Account,Serviceability Check - RES,22-May-17,-78.452826,37.049855
502015,234270,Cable,CAB-Audio,22-May-17,-77.999846,37.072704
502019,520534,Cable,CAB-Loss of One Channel,22-May-17,-77.729797,39.323199
502020,20088,Network-Res DSL,NET-No Internet Connection,22-May-17,-78.412099,38.979613
502022,731039,Cable,Drop Bury - Post Install,22-May-17,-79.532658,37.348241
502023,731835,Prospect Account,Serviceability Check - RES,22-May-17,-79.297277,37.284136
502024,252161,Cable - Business Customer,CAB-Loss of All Channels,22-May-17,-78.634665,37.051558
502025,611473,VOIP-Res-ShenTel Cable,TEL-Noise On Line,22-May-17,-78.013589,37.056522
502026,602966,Cable,Drop - Aerial,22-May-17,-79.313361,37.130271
502027,683965,Network,NET-No Internet Connection,22-May-17,-79.997485,37.788461
502296,672959,Network,NET-Slow Speed,23-May-17,-80.435069,37.160729
502297,549332,Network,NET-Intermittent Connection,23-May-17,-80.422002,37.147829
502299,38967,Network-Res DSL,NET-No Internet Connection,24-May-17,-78.486762,38.793138
502302,27113,Cable,CAB-Loss of All Channels,24-May-17,-78.507313,38.940243
502303,731807,Network-Prepaid Svcs,Drop Bury - Post Install,24-May-17,-79.351817,37.301695
502304,620202,Network - Business Cust,NET-No Internet Connection,24-May-17,-78.848587,37.363372
502306,483660,Cable,CAB-Maestro,24-May-17,-79.714141,37.151303
502307,13618,Residential Phone,TEL-Noise On Line,24-May-17,-78.519613,38.897905
502308,732181,Prospect Account,Serviceability Check - RES,24-May-17,-80.600171,38.366755
502311,470117,Cable,CAB-Equipment,24-May-17,-79.313395,37.130183
502312,729411,Cable,CAB-Maestro,24-May-17,-81.090076,36.944823
502593,732549,Prospect Account,Serviceability Check - RES,25-May-17,-79.412501,39.414309
502595,448698,Cable,CAB-Poor Quality-All Channels,25-May-17,-78.663287,38.70927
502599,288521,Network,NET-Slow Speed,25-May-17,-79.249369,37.307885
502600,34910,1-Res Cable Modem,NET-No Internet Connection,25-May-17,-78.643387,38.872877
502601,259714,Cable - Business Customer,CAB-Loss of All Channels,25-May-17,-79.621773,37.056671
502602,194273,Cable,CAB-Loss of All Channels,25-May-17,-78.513729,38.86755
502603,732576,Prospect Account,Serviceability Check - RES,25-May-17,-80.428625,37.153553
502605,394278,Network-Res DSL,NET-Intermittent Connection,25-May-17,-79.127173,38.369085
502606,705205,Network,NET-No Internet Connection,25-May-17,-78.560043,36.628566
502609,547295,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,25-May-17,-79.198822,37.22146
502610,403244,Network,NET-Slow Speed,25-May-17,-79.225728,37.333908
502889,245249,Cable,CAB-Loss of All Channels,27-May-17,-81.076611,36.942901
502890,36756,Network-Res DSL,NET-No Internet Connection,27-May-17,-78.364623,38.988746
502891,356396,Cable,CAB-Loss of All Channels,27-May-17,-79.499667,37.377485
502893,663753,Network,NET-Slow Speed,27-May-17,-78.676863,37.263305
502894,23459,Network-Res DSL,NET-No Internet Connection,27-May-17,-78.368499,38.988563
502895,234061,Cable,CAB-Loss of All Channels,27-May-17,-78.010478,37.075973
502896,642357,Network-Prepaid Svcs,NET-No Internet Connection,27-May-17,-78.374819,37.278214
502897,413815,Network,NET-Intermittent Connection,27-May-17,-80.646447,38.324874
502898,495775,VOIP-Bus ShenTel Cable,TEL-Not Receiving Calls,27-May-17,-80.536841,37.12371
502901,631202,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,27-May-17,-80.551877,38.218403
502902,277638,Network,NET-No Internet Connection,27-May-17,-79.299186,37.224827
502903,599885,Network,NET-No Internet Connection,27-May-17,-81.155151,36.936583
502905,260618,Cable,CAB-Loss of All Channels,27-May-17,-79.597724,37.016148
502908,380601,Cable,CAB-Loss of Some Channels,28-May-17,-79.753852,37.062411
503179,733088,Prospect Account,Serviceability Check - RES,30-May-17,-78.562538,36.632335
503182,481212,Network,NET-Intermittent Connection,30-May-17,-79.306969,37.319364
503183,150409,Network-Res DSL,NET-Intermittent Connection,30-May-17,-78.468176,38.925398
503186,365561,Network,NET-No Internet Connection,30-May-17,-78.63269,37.058023
503190,733104,Prospect Account,Serviceability Check - RES,30-May-17,-78.412635,38.939832
503404,241957,Cable,CAB-Poor Quality-All Channels,31-May-17,-79.27664,37.326546
503405,277631,Cable,CAB-Loss of Some Channels,31-May-17,-79.123832,37.333683
503406,604867,Cable,CAB-Loss of All Channels,31-May-17,-80.604224,38.220493
503407,282210,Cable,CAB-DTA,31-May-17,-81.090122,36.941861
503408,314203,Network,NET-No Internet Connection,31-May-17,-79.819201,37.824751
503409,548129,Cable,CAB-Loss of All Channels,31-May-17,-79.054646,37.290018
503410,684724,Network,NET-Intermittent Connection,31-May-17,-80.396987,37.132785
503411,733278,Network,NET-No Internet Connection,31-May-17,-80.554104,37.139898
499998,708709,Cable,CAB-Maestro,8-May-17,-79.881806,36.996114
500000,483071,Network,NET-No Internet Connection,8-May-17,-79.885525,36.982148
500001,452454,Network-Res DSL,NET-No Internet Connection,8-May-17,-78.517003,38.884296
500002,450200,Network,NET-Intermittent Connection,8-May-17,-81.578915,37.441417
500003,475750,1-Res Cable Modem,NET-No Internet Connection,8-May-17,-78.364549,38.992096
500004,142149,Cable,CAB-Poor Quality-All Channels,8-May-17,-80.121573,38.177628
500005,320044,Network,NET-Intermittent Connection,8-May-17,-80.395575,37.116338
500008,567354,Network,NET-Slow Speed,9-May-17,-79.262786,37.335073
500011,693242,Network-Prepaid Svcs,NET-No Internet Connection,9-May-17,-78.981928,37.328065
500012,726024,Cable,Drop - Aerial,9-May-17,-81.431747,37.415645
500015,729834,Prospect Account,Serviceability Check - BUS,9-May-17,-79.171668,37.361252
500017,26770,Alarm Monitoring,ALM-PT-Alarm Issue on PT Acct,9-May-17,-78.505295,38.88187
500018,11064,Business Phone,TEL-No Dial Tone,9-May-17,-78.609517,38.876061
500291,377343,Network-Res DSL,NET-No Internet Connection,10-May-17,-79.125466,38.29356
500292,729848,Prospect Account,Serviceability Check - RES,10-May-17,-81.642269,37.521393
500293,729066,Network,Drop Bury - Post Install,10-May-17,-79.313477,37.386489
500295,490466,Network,NET-No Internet Connection,10-May-17,-81.636112,37.422677
500299,729471,Network,Drop Bury - Post Install,10-May-17,-81.113804,36.971968
500301,712706,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,10-May-17,-78.553011,36.625272
500302,730088,Prospect Account,Serviceability Check - RES,10-May-17,-77.998223,37.087211
500304,674533,Network,NET-No Internet Connection,10-May-17,-80.538865,37.133259
500308,14875,Network-Res DSL,NET-No Internet Connection,10-May-17,-78.74053,38.823692
500561,729993,Cable,Drop Bury - Post Install,11-May-17,-80.836321,38.269253
500562,632821,Special Circuit,SPC-Special Circuit Issue,11-May-17,-78.689137,38.776575
500563,37936,Network-Res DSL,NET-No Internet Connection,11-May-17,-78.479317,39.049677
500564,387583,Residential Phone,TEL-Features Not Working,11-May-17,-78.558267,38.92525
500565,687312,Network,NET-No Internet Connection,11-May-17,-79.508631,37.320081
500566,691273,Cable,CAB-Equipment,11-May-17,-78.634993,37.051365
500567,427386,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,11-May-17,-80.42785,37.128417
500570,255730,Cable,Drop - Aerial,11-May-17,-80.395575,37.116338
500571,727511,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,11-May-17,-80.409419,37.133018
500574,536438,VOIP-Res-ShenTel Cable,TEL-Not Receiving Calls,11-May-17,-79.810505,37.04124
500889,273751,Cable,CAB-Loss of All Channels,15-May-17,-79.490707,37.350642
500892,455409,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,15-May-17,-79.016781,37.370965
500893,730615,Prospect Account,Serviceability Check - RES,15-May-17,-78.475066,37.040346
500894,194273,Cable,CAB-Loss of All Channels,15-May-17,-78.513729,38.86755
500897,601828,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,15-May-17,-79.874701,37.060236
500899,8081,Residential Phone,TEL-No Dial Tone,15-May-17,-78.598887,38.73131
500900,241050,Network,Drop Bury - Post Install,15-May-17,-79.257397,37.379688
500901,260435,Cable,CAB-Loss of All Channels,15-May-17,-79.590352,37.035479
500902,730632,Prospect Account,Serviceability Check - RES,15-May-17,-79.268699,37.340887
501144,49025,Network-Res DSL,NET-Slow Speed,16-May-17,-78.582069,38.828658
501147,661672,Cable,CAB-Maestro,16-May-17,-80.441131,39.137559
501148,4614,Residential Phone,TEL-No Dial Tone,16-May-17,-78.426126,38.947547
501150,678778,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,16-May-17,-79.804922,37.817223
501151,29726,Residential Phone,TEL-No Dial Tone,16-May-17,-78.808744,38.770479
501152,701604,VOIP-Res-ShenTel Cable,TEL-Not Receiving Calls,16-May-17,-80.416816,39.108787
